University Name,Location,Founded Year,University ID,Online Status,Admission Status,Course Name,Language,Mode,Fee Domestic,Fee International
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Accounting,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Agriculture,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Applied Sciences and Professions,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Architecture,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Arts,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Education and Teaching,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Engineering,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Environmental Studies,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,History,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Hospitality,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,IT,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,International Relations,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Journalism,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Law and Jurisprudence,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Management,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Mathematics,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Medicine,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Natural Sciences,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Physical Education,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Physics,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Sports,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Tourism,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Accounting,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Agriculture,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Applied Sciences and Professions,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Archeology,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Arts,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Biology,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Chemistry,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Education and Teaching,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Environmental Studies,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,History,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,IT,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,International Relations,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Journalism,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Law and Jurisprudence,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Management,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Mathematics,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Medicine,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Natural Sciences,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,PR,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Physics,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Tourism,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Archeology,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Biology,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Chemistry,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Education and Teaching,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,History,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Management,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,AZN 794,AZN 794
Nakhchivan State University,Azerbaijan,1967,1003100021,Online Application form,Admissions open,Physics,Azerbaijani,Full-time,AZN 794,AZN 794
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Applied Sciences and Professions,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Archeology,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Biology,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Chemistry,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Computer Science,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Culturology,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Earth Sciences,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Ecology,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Education and Teaching,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Engineering,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Environmental Studies,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,History,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Hospitality,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,International Relations,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Journalism,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Law and Jurisprudence,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Management,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Mathematics,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Philosophy,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Physics,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Sociology,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Tourism,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Applied Sciences and Professions,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Archeology,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Biology,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Chemistry,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Computer Science,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Culturology,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Earth Sciences,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Ecology,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Education and Teaching,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Engineering,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Environmental Studies,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,History,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Hospitality,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,International Relations,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Journalism,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Law and Jurisprudence,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Management,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Mathematics,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Philosophy,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Physics,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Sociology,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
Baku State University,Azerbaijan,1919,1003100010,Online Application form,Admissions open,Tourism,Azerbaijani,Full-time,"AZN 3,189","AZN 3,189"
ADA University,Azerbaijan,2006,1003100001,Online Application form,Admissions open,Business,Azerbaijani,Full-time,"AZN 5,423","AZN 5,423"
ADA University,Azerbaijan,2006,1003100001,Online Application form,Admissions open,Computer Science,Azerbaijani,Full-time,"AZN 5,423","AZN 5,423"
ADA University,Azerbaijan,2006,1003100001,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,"AZN 5,423","AZN 5,423"
ADA University,Azerbaijan,2006,1003100001,Online Application form,Admissions open,IT,Azerbaijani,Full-time,"AZN 5,423","AZN 5,423"
ADA University,Azerbaijan,2006,1003100001,Online Application form,Admissions open,International Relations,Azerbaijani,Full-time,"AZN 5,423","AZN 5,423"
ADA University,Azerbaijan,2006,1003100001,Online Application form,Admissions open,Business,Azerbaijani,Full-time,"AZN 5,423","AZN 5,423"
ADA University,Azerbaijan,2006,1003100001,Online Application form,Admissions open,Computer Science,Azerbaijani,Full-time,"AZN 5,423","AZN 5,423"
ADA University,Azerbaijan,2006,1003100001,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,"AZN 5,423","AZN 5,423"
ADA University,Azerbaijan,2006,1003100001,Online Application form,Admissions open,IT,Azerbaijani,Full-time,"AZN 5,423","AZN 5,423"
ADA University,Azerbaijan,2006,1003100001,Online Application form,Admissions open,International Relations,Azerbaijani,Full-time,"AZN 5,423","AZN 5,423"
ADA University,Azerbaijan,2006,1003100001,Online Application form,Admissions open,Management,Azerbaijani,Full-time,"AZN 5,423","AZN 5,423"
Baku Eurasian University,Azerbaijan,1992,1003100008,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,"AZN 1,700","AZN 1,700"
Baku Eurasian University,Azerbaijan,1992,1003100008,Online Application form,Admissions open,Mathematics,Azerbaijani,Full-time,"AZN 1,700","AZN 1,700"
Baku Eurasian University,Azerbaijan,1992,1003100008,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,"AZN 1,700","AZN 1,700"
Baku Eurasian University,Azerbaijan,1992,1003100008,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,"AZN 1,700","AZN 1,700"
Baku Eurasian University,Azerbaijan,1992,1003100008,Online Application form,Admissions open,Mathematics,Azerbaijani,Full-time,"AZN 1,700","AZN 1,700"
Baku Eurasian University,Azerbaijan,1992,1003100008,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,"AZN 1,700","AZN 1,700"
Baku Eurasian University,Azerbaijan,1992,1003100008,Online Application form,Admissions open,International Relations,Azerbaijani,Full-time,"AZN 1,700","AZN 1,700"
Baku Eurasian University,Azerbaijan,1992,1003100008,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,"AZN 1,700","AZN 1,700"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Accounting,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Biology,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Education and Teaching,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Engineering,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Finance and Banking,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,International Relations,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Management,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Accounting,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Biology,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Education and Teaching,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Engineering,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Finance and Banking,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,International Relations,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Management,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Engineering,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Finance and Banking,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Management,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Marketing,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Odlar Yurdu University,Azerbaijan,1995,1003100012,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,"AZN 5,100","AZN 5,100"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Accounting,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Applied Sciences and Professions,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Business,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Computer Science,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Engineering,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Finance and Banking,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,History,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Humanities,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,IT,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Management,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Marketing,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Mathematics,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,PR,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Accounting,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Administration,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Applied Sciences and Professions,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Business,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Computer Science,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Engineering,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Finance and Banking,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,History,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Humanities,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,IT,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Management,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Marketing,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Mathematics,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,PR,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Economics,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,History,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Philology,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
Azerbaijan University,Azerbaijan,1991,1003100006,Online Application form,Admissions open,Philosophy,Azerbaijani,Full-time,"AZN 2,480","AZN 2,480"
